CC,BsId,AreaId,Nusers,Season,QoS
3.7780744222484106,5,9,7156,3,1
1.1906288565037744,6,7,260,3,4
4.332141597641785,14,6,225,3,4
3.0524124346997312,3,2,3399,1,2
3.1476885118371265,12,7,5438,1,1
2.058577398700231,24,10,1220,0,1
3.857766398039038,8,2,4884,2,2
1.366812916676384,13,2,6290,2,1
3.5525141582702813,25,8,5435,0,1
4.333275285147404,24,10,382,2,4
1.3116732888217846,5,7,3025,1,1
2.73036786120775,19,6,5400,2,1
3.6644219289900777,25,3,648,1,1
2.7643725860734274,23,10,4745,0,1
2.2449231988348464,25,7,39,2,2
3.079035920489381,6,10,4074,3,3
3.8605698173896776,16,6,9585,1,1
2.3571783416910876,9,10,6987,0,1
3.862749261588912,13,10,9724,3,2
3.1524708455740793,16,3,2576,1,3
1.6428362315918927,12,10,9401,2,3
4.809633908948642,14,4,8922,0,3
2.2734608819744144,21,4,8906,2,1
1.8464825443716664,17,9,7532,2,4
4.997459254185897,20,1,8336,1,4
4.291630262115722,10,10,2028,2,3
3.599055675653909,17,6,5245,2,4
1.3072865000295688,19,2,2423,0,3
4.0883296292711595,22,1,8872,3,4
4.555842026027237,22,5,326,1,4
3.4493808849481122,20,3,9869,0,3
3.3158426614789476,23,1,4191,3,1
2.2354314006572324,1,2,7562,0,4
3.9090982332164264,8,10,8846,2,1
4.854371970906735,4,10,832,2,3
2.7615344240568676,22,9,4248,1,2
4.880388623155065,17,4,3744,0,2
4.466327219168383,19,7,5887,2,4
3.7319169242143375,21,9,7141,3,1
4.859301279540231,11,1,9297,3,3
1.5665375153679957,14,1,5560,3,2
1.6145616550455717,4,8,7410,0,4
1.0969538214084964,13,8,7365,0,1
3.131103508471559,10,2,7227,1,2
2.0810943536791773,2,3,5771,0,4
4.369298603477518,23,1,5573,2,4
1.5877137954069411,20,5,1738,0,2
2.8466577527928503,2,6,9215,1,2
1.9898638908827078,4,1,5862,0,1
4.772852323135613,16,10,9827,2,4
4.562629588103866,17,6,4034,0,3
4.3842078602716175,16,6,8706,1,2
3.9739103836369085,15,2,4252,1,1
4.016035146146364,11,3,3032,0,2
1.4990690030671212,12,6,3384,1,2
3.2372617260567322,9,3,5763,1,2
4.769652931612862,25,5,23,2,1
2.399926802258055,21,5,348,2,1
3.0844374333371047,14,2,3449,1,1
1.1227563188246275,16,9,5418,2,4
4.934912111474681,5,8,6155,0,1
2.57765549827524,2,7,2400,1,3
4.5700520064995525,18,4,2410,2,2
1.9088875109396377,8,7,4655,0,3
1.477821922671544,15,1,3347,2,4
1.9144576275795986,24,2,7175,0,3
4.884667159566597,4,1,6263,0,2
1.6053655163798122,13,8,506,1,2
3.406290058050521,5,4,3722,0,4
1.5835073914924256,5,6,2650,2,3
3.423310989076189,23,8,6128,1,4
4.714685674179272,17,3,8161,3,2
2.694176021626143,22,8,2570,2,4
2.1240962822379195,1,10,2914,1,2
4.594934533385064,10,3,302,3,1
4.395971188885779,19,1,9000,3,3
2.508314216504113,22,10,1027,2,1
2.856826934567396,13,3,3514,0,4
2.317674771047099,3,4,8930,3,4
2.5692651368459365,23,7,9724,1,1
4.059375902459577,11,7,7169,2,4
1.8478989186473123,14,9,7149,3,4
4.1796851480580415,14,6,6992,0,1
1.9758399107090665,4,1,6413,0,4
4.802059891737947,19,6,7487,0,1
3.223854282842723,19,3,7407,3,4
3.9749548040030542,14,9,3514,1,3
1.7058134175291557,10,1,5053,0,4
1.6652915694931973,11,2,5145,3,3
3.414844109536946,25,1,6188,2,2
4.831930514695388,18,2,723,0,3
2.212475899055653,21,1,7499,2,2
4.348700853273991,11,1,1977,2,4
3.3990216768010852,25,4,336,3,2
2.6523831136460085,5,6,1204,0,1
3.7739040928971956,22,2,9471,0,4
3.842120507928835,10,8,3938,1,1
4.717292875855061,23,5,5631,2,4
4.15106974198851,3,2,2262,2,1
4.254660109038728,22,5,2677,0,1
1.9523140684448061,5,1,7134,2,4
2.4029368593986207,14,1,8695,1,3
3.3640961414022885,5,8,8753,1,4
3.6642545813345615,25,8,9320,3,4
1.2381874078001074,25,10,7346,1,1
4.561399922637513,13,6,7148,2,3
2.4553639669796152,21,10,7628,3,2
4.729685217876995,2,6,1507,3,3
1.411582452836952,24,3,7129,1,1
2.6050229195983534,5,6,953,2,2
3.771880773224886,21,2,7507,0,2
1.6346118913908798,16,7,2582,0,1
1.499972380998448,24,10,2830,3,2
3.777000798866833,17,2,8264,1,4
4.925022102156513,4,5,1224,1,4
1.4237736512048684,5,10,4950,1,4
1.8498251581224645,19,5,897,2,2
3.2171448622882926,12,7,8525,0,1
1.5890561428769727,7,3,1871,2,4
3.816423715828827,19,4,8179,2,2
3.8993906779432557,8,2,3552,2,3
4.204278722943128,11,9,4662,2,3
1.8892747415190727,9,1,8567,0,1
4.037588168112906,4,4,2669,2,1
2.1234577142487425,9,3,2982,3,1
2.592113032791959,9,4,2514,2,2
1.6268912117257655,5,4,2223,1,4
3.100694073555557,7,6,2596,3,1
2.951746595445174,7,3,2834,0,3
2.1640697624785328,18,7,6000,0,4
1.666744135368433,17,8,3041,3,3
4.857808783606871,20,8,3483,3,3
4.449489457909227,14,6,3568,1,4
3.966022115305547,17,7,9073,2,1
2.545450141253491,22,7,5957,2,1
2.0753033411934085,23,1,9047,2,2
1.3005390562086871,12,2,2617,3,3
3.7731693566094133,25,7,155,0,2
1.2766937013368471,11,9,1542,3,4
3.3448629478021252,5,7,8273,0,2
4.655269818602781,14,8,891,1,2
4.3420489644468105,4,7,5618,1,1
3.2443427233905906,5,3,4610,3,2
1.3196146425953215,5,8,8710,1,4
3.129457961901747,11,2,9693,1,2
4.93868525417345,10,10,8,1,4
3.585389956475657,23,3,2598,0,1
2.5094180288174646,18,7,2745,2,4
3.287774967935304,16,4,3298,1,2
4.2248016469025265,5,6,3610,3,4
1.337344867028826,2,7,6850,3,4
2.779604506484065,22,2,7667,3,2
2.592069676551564,8,4,5890,2,1
4.116331973028521,3,3,9950,3,1
1.2692448542964234,13,10,6287,1,3
2.8664365942399557,1,4,7153,0,3
2.397063253717021,5,9,1772,3,4
1.4152169257581226,2,10,149,3,2
1.9198039250432433,16,1,5057,1,4
4.129486731616784,8,8,3289,3,3
3.191406631709089,16,9,9389,1,1
3.400114341197097,13,9,9168,3,2
1.72383513188765,2,10,7795,0,2
4.314868158409702,6,6,1349,2,1
4.480567722484607,24,9,7569,1,3
3.862078949241523,6,2,6626,3,2
2.760594871872767,4,4,3903,2,2
2.6816455473365757,6,3,8077,0,1
2.174674184723554,2,1,2015,2,2
2.2374732858328987,13,9,8538,3,4
3.6432076218704075,12,10,9829,3,3
1.9638324435770222,7,4,5933,2,2
2.013581054123715,24,6,7438,1,3
1.599483981185859,23,3,7957,0,1
1.4146279378994486,6,1,2744,0,4
2.6136255662509433,1,10,1074,3,4
1.0959482223475057,22,3,7913,0,1
2.3186722156783452,3,4,2879,2,3
4.007073998971056,19,4,2982,3,4
3.4247345117886967,2,7,4254,1,3
4.483779187926492,6,4,406,3,2
3.4779316836684644,19,3,463,3,1
4.591487287209261,16,6,5164,3,3
4.829515227199458,2,9,6151,2,4
1.540649720800861,4,2,3283,1,1
1.2981496239179737,25,10,1665,2,3
2.4876507723287613,7,5,3683,3,3
1.4992174118668795,4,1,716,0,3
2.321327097744801,18,6,5942,3,3
1.3979021348165026,3,3,5218,2,4
3.489037492355593,1,3,8499,1,4
4.36912112802721,6,8,7992,0,2
2.7231692848342552,3,5,8180,3,3
1.7116407065372772,15,7,6468,1,4
3.2681060090222824,25,4,1160,2,3
3.142413417100598,10,7,2751,3,1
3.2601866050329,12,8,6846,2,4
2.180267926431101,7,3,4783,1,1
3.5921161721327737,16,10,5047,0,2
3.462295641139638,20,8,3848,1,1
4.994965255652016,8,8,5651,0,3
2.555964457546042,1,5,4728,2,2
2.682850830939224,13,5,1765,2,3
3.842082549165566,19,5,4802,0,3
4.0215127341822825,3,1,3353,0,3
3.2981755271643434,1,7,2836,2,4
1.1136808248165915,16,8,3576,0,4
4.133020901281512,3,3,5585,1,1
4.065609546112837,19,9,9324,2,3
4.396190552340356,14,3,4148,2,3
3.7376878399349516,11,4,9611,3,2
3.6385163352460284,3,7,6720,1,2
2.898324224014962,21,2,1857,2,1
1.0325175658765762,18,9,4960,2,4
2.4338957340151026,12,8,6925,2,1
1.2320941100825427,7,8,9799,3,3
1.1032144087560924,20,5,2671,0,4
3.5227820944558066,2,3,6110,3,4
3.9939773174888002,15,1,8866,3,3
2.82340734590595,2,9,2242,3,1
3.063705427644636,10,8,345,0,1
3.221630911095062,6,7,8108,1,3
2.320177854142509,10,7,2927,1,1
3.7256183357752133,8,5,9881,0,4
4.137121226413271,13,4,8209,3,2
4.27684437016577,12,10,6471,1,3
3.5447516869418103,19,7,2897,1,1
2.543218271245546,23,5,5383,3,2
3.6459876086118945,16,6,1786,1,3
1.687715673827637,4,8,311,0,2
2.7585262419854524,8,10,4632,3,1
2.552083576150107,19,3,2951,1,2
2.7740000355917807,9,7,9294,3,1
3.0433803095774135,25,7,2345,0,4
1.2758569643940656,6,6,6563,3,2
1.7062801716313793,11,2,2814,1,1
1.910008495298798,15,5,1276,0,3
3.7514145332429836,24,9,7949,3,4
2.575244000612368,9,5,7492,0,2
4.949594536723228,15,5,8524,2,3
3.799040460551817,10,4,8495,1,1
2.404456583425147,4,10,8217,3,4
1.3654789794826452,23,4,6233,0,4
4.814154179089488,5,1,6966,0,3
1.8024606473621367,15,8,2139,0,4
1.4793141325007797,2,1,1790,0,3
4.82597347664926,12,8,362,0,2
1.3756355303387688,16,2,5273,3,1
1.526270088108037,24,6,5016,3,2
4.202773646280868,18,3,9337,2,3
4.375592252653666,24,8,7108,3,1
4.237205412841167,13,3,7070,1,1
4.643466588909199,11,5,4300,2,1
3.1472455354995525,5,6,7831,2,3
3.317147432124311,4,8,6578,2,2
2.168712476262659,24,9,2049,0,4
3.463359791884521,11,5,8874,1,3
1.192952395348383,14,5,1713,3,3
4.64684994412155,13,6,418,3,1
4.864873303526267,16,3,6975,1,1
1.7430411568248947,13,1,6464,3,2
1.9393831454169312,20,1,2518,1,4
1.4299252418489483,9,7,9832,1,4
2.013592232449862,12,5,3056,1,4
1.4566698059518508,23,2,82,0,2
1.2730736691975104,4,4,2506,3,3
4.355116579231185,15,3,5818,0,3
2.2012147058752283,3,10,9496,0,4
1.2420125809402651,7,1,4598,0,4
1.0312341604068558,13,9,5584,3,3
4.030227013813482,17,1,7623,3,4
4.688843717139355,13,2,7805,0,1
2.312929058916513,18,2,7272,3,2
4.65635288000543,15,8,249,3,1
4.913734793748136,23,6,7613,3,1
1.5126115712230193,17,2,5328,0,1
2.776459039668723,15,7,4426,3,3
1.717714546393994,12,9,5153,3,3
1.1674672891792226,12,9,8747,1,4
1.9244440586684983,21,9,5801,2,1
4.110624383693217,14,10,4415,3,2
2.5078088009366644,15,4,2742,2,1
4.472763900661021,1,2,9153,2,2
4.830534176765869,14,8,1083,2,1
2.9474891873242375,22,4,1540,0,4
3.7201347055499467,24,6,4535,2,2
1.7739039890396695,3,8,7711,1,3
2.497629259964066,16,6,1679,0,2
1.109413282751889,7,7,4471,1,3
2.732789387567528,11,9,9093,2,2
4.670913991986947,6,2,8030,3,2
3.9893080311920435,14,8,3250,0,3
2.8303722688888495,8,5,2970,0,4
1.369933030155725,4,2,8634,1,3
4.304461193522176,6,6,2399,2,3
1.7235103449803848,6,9,6203,0,3
1.575960304152944,24,7,7559,2,1
1.6457849124253516,11,4,7263,1,1
1.4125851967407193,10,10,4237,3,1
4.641837134792718,17,8,1704,3,1
1.213307467578828,4,1,3449,2,1
3.98348931476431,4,2,8466,3,2
3.1497160587757853,9,5,1561,0,1
4.3051744729880514,19,2,9750,2,1
1.2889200533755254,1,6,7484,1,4
1.1160084334294416,3,4,5802,0,4
3.763678692612891,12,7,9326,1,1
4.161222298270001,1,9,324,2,1
1.8974689618400853,13,4,5950,0,4
1.542029989006065,11,9,7709,3,3
1.9737625677531927,20,6,7204,2,4
4.675242805725027,2,3,5108,3,4
4.876497473849412,8,4,3742,1,1
2.432626514950196,20,7,3785,3,1
1.8634335417223453,6,6,9663,0,4
3.2555487324965258,23,9,5900,1,3
2.602020643262587,14,5,222,0,2
3.701023302233314,23,2,9096,2,1
2.520603675272139,1,7,7169,2,4
4.858921292003021,7,4,971,3,4
1.7381796049557776,9,8,3072,2,4
2.4809782116806,12,5,6023,1,1
1.2015931964551085,4,8,4186,2,4
4.720051189768066,1,6,2638,0,3
2.906687670168581,17,8,105,2,1
3.0446812313618636,11,10,6530,1,1
3.686627103070235,17,1,4527,3,4
2.679191666603114,8,3,1526,3,2
3.8037821307714754,15,8,6720,0,2
4.827834450286533,1,8,872,0,3
4.734612920669359,14,3,9310,0,3
2.856433667805121,3,3,9059,1,1
3.9658330786434073,20,4,8117,2,2
2.296017110814648,15,7,1494,1,4
3.3362191430385857,4,3,3643,1,2
1.1638568624948582,19,5,9549,1,3
3.893814704102625,2,7,2429,0,1
3.0174622763826697,12,6,5365,3,1
3.4650214405859603,10,1,9192,0,4
4.90005968966104,19,6,7290,3,4
3.5847290217526613,8,7,5617,1,2
2.9734218592044512,16,9,4786,2,1
2.6328519706855045,11,6,9440,2,3
1.0575822786966205,8,5,5131,3,4
4.278491932032701,21,2,6784,0,1
3.6427546440738277,2,4,3946,0,3
4.832314082924132,4,10,1796,1,3
4.530010149760399,24,10,6185,3,1
3.801604908974593,7,4,1004,3,1
1.425556372226862,4,5,1093,3,1
1.0128915332584167,3,3,5548,1,1
1.8878629369742006,17,1,8820,3,1
2.2600964452726036,8,6,2734,0,3
3.9716537887185575,19,10,8853,0,4
3.3709665140582326,9,5,273,1,3
3.041049843429538,11,3,5636,3,1
3.324605969090223,4,7,2638,3,2
1.0283971767880695,6,9,3154,2,3
2.5244014208150483,5,6,5109,2,1
3.550443132728678,12,4,8852,1,4
4.665744045871687,10,3,2477,1,4
4.84487253284836,24,2,6322,2,4
2.643608973676976,13,4,9971,0,1
1.8219643532214058,12,3,1971,3,2
1.6632089317064485,1,2,4870,3,1
1.3054498352932433,24,2,975,0,1
1.676374196121595,13,1,5215,3,3
3.6475738688838306,21,4,2960,2,3
1.4463906531952317,23,4,4340,1,2
4.387455352832083,9,3,8242,2,3
3.53231847966615,4,5,6274,1,1
3.0554070123901447,13,3,3038,0,4
3.8015781455706152,11,3,6821,3,1
2.294307495828368,4,4,6456,3,1
1.0845852472110873,10,6,2436,0,3
2.894329844068368,18,4,4884,3,1
4.649387620585578,14,8,7845,2,4
4.614816208366831,10,1,5645,0,2
3.3703192443376326,15,7,6042,3,2
2.914508466460445,11,6,9389,1,2
2.8088954459203026,18,7,8298,3,2
1.258056133123294,5,2,5917,3,1
3.4818035020253344,23,10,4713,3,4
1.0973963976660541,19,3,6682,0,2
1.7838655597564728,13,1,8020,3,2
2.5511506955568883,11,6,5847,2,4
1.8877408143345127,21,9,9315,2,2
3.6685489347318967,8,9,9262,1,3
1.1591078393015142,8,7,5185,3,4
4.85713257348227,1,8,9990,1,2
3.3243930417636016,18,10,1001,1,2
1.0358096935873502,7,4,7978,1,2
3.9104162683623724,13,2,7942,0,2
4.897527120284419,4,7,6019,0,3
1.254851516478117,2,6,870,2,1
3.4258050428590088,21,5,7085,0,1
3.8040442415277216,18,9,4450,0,4
4.470338679280314,21,7,3800,0,2
4.222344692252573,13,7,8192,2,1
3.1103845760557074,20,1,6847,2,2
1.831013751038797,4,10,9355,0,2
3.1111425601651845,17,5,2320,2,1
2.218393929203746,17,6,9709,3,2
3.513927489054641,9,2,6080,3,3
4.739793968828497,9,2,5790,0,1
3.6168052956214756,25,7,848,3,3
1.5687278106821725,1,4,5112,0,1
4.459600902860596,15,1,2552,2,2
1.92244339998653,11,8,3512,1,4
1.3369129567995541,25,4,5358,3,3
3.7737649444356225,15,5,5500,3,4
3.092282044010231,3,8,2194,1,4
3.784355480509226,5,8,7360,2,2
3.824236183375401,22,9,482,2,2
3.880517161500098,5,5,6360,2,4
3.74562076250874,1,9,7331,2,2
4.827987173622384,23,3,322,3,3
3.194024350470149,9,3,5031,0,3
1.188966863193075,23,6,8963,2,1
2.9899013543262893,8,7,7587,3,3
3.6919493471114677,16,1,1807,1,3
1.1908946299519036,19,5,6296,1,4
1.2984343913384628,4,6,7020,0,2
3.5973724430808978,11,9,4128,0,3
4.692621404708018,17,2,7320,1,4
1.552906607444534,9,9,6765,0,3
3.263993694464626,9,8,8657,2,1
4.035747544525021,17,8,1278,0,2
3.5290353076423218,21,4,2905,1,2
4.537865804148396,6,3,4271,0,4
1.3211590883160245,11,2,8580,3,2
3.369393621340476,3,8,5334,2,3
2.7008590103679393,12,8,4496,0,3
1.0960365791228321,3,3,9354,0,3
4.771587296601002,13,7,2132,1,3
3.101063789658082,7,5,602,3,2
4.926979365099054,25,1,8445,2,2
3.7732431405290177,2,2,2855,1,1
4.113433151514307,14,9,1794,3,2
4.4033140870840235,3,8,2859,0,2
3.9915283485018147,21,5,6074,0,1
2.7923624036395127,14,8,8458,1,3
2.734030805642751,18,5,3713,0,1
1.3933072044886727,8,3,409,2,4
2.6884447490881747,9,5,6243,2,1
3.889844866194002,15,5,9530,2,1
3.3169067250984177,21,7,5811,1,1
3.2955780420998275,14,1,4673,0,2
3.448880230285808,20,3,1520,1,2
4.8384923338165535,23,10,1060,2,2
4.8947485144219245,15,2,4846,0,2
4.399735562198901,9,10,2715,2,1
3.850826966742666,9,6,7412,1,4
4.778970769344336,7,3,640,2,1
2.8112507390074755,15,10,664,2,4
3.6732103633248427,3,8,2164,3,1
3.8872371229882487,20,5,9029,2,3
1.1171934069641893,25,4,2567,0,1
3.2766188254942183,10,10,2869,0,1
2.4603015752404453,11,3,9692,0,1
3.8922271957592267,15,6,4707,3,2
3.4225248852394152,23,2,5994,0,1
3.5831492666119282,15,1,1183,0,3
2.0517256847322822,13,6,105,0,2
1.7535651450867111,11,9,8504,2,1
3.147938663077625,25,6,6294,0,2
2.0997675717371527,23,2,5121,0,2
1.3948370134296115,5,4,4341,2,1
1.9780758895091188,20,5,8061,1,2
1.6583897915503094,7,3,4382,2,1
1.9147105830947924,17,2,5257,0,3
4.819245475348565,18,3,9357,3,2
4.6305171096836695,20,6,441,3,4
2.12906172295625,22,1,8511,1,3
3.7049592704756438,23,7,8443,0,3
4.365270859448485,3,8,8636,3,3
1.8956489004991388,3,3,2869,2,4
4.623662415747338,11,6,7162,3,4
4.021581913273687,6,5,3911,1,1
2.7274627049287554,10,4,1264,1,1
1.9384131325842642,12,2,3669,2,1
4.572073052919151,2,3,6626,2,3
3.543637376704997,16,2,4081,2,4
2.446427416770418,20,3,1543,1,4
2.20661773840103,8,7,7097,3,1
2.2797854990535042,17,7,1581,2,2
4.082027522824426,22,7,2246,0,4
1.5584562925836112,22,4,6849,1,4
4.408110797487936,14,8,6036,2,4
1.1543510744905756,17,8,6012,0,4
4.280575223737786,20,10,8468,1,3
3.807731159346248,15,2,1943,0,4
2.3954848163961424,22,9,4701,1,2
3.733503392353646,15,1,7153,3,2
1.2390609734630749,23,3,4134,3,1
1.0658087327746482,14,1,3574,0,2
3.7429747876130137,11,10,5413,3,3
1.4759923857471415,4,5,8596,2,2
3.7829102953216722,6,6,6855,1,3
4.9487826537311745,25,7,412,0,3
3.4479874490966815,15,8,99,0,1
1.8335039719307553,19,3,7372,0,3
2.8215815079408904,18,9,7418,3,4
2.2307016412570846,13,7,4344,1,1
3.853268548318196,8,7,1580,1,1
1.9136302982823539,17,3,9261,0,3
1.3067353720914334,5,6,1558,0,2
2.479753276687064,9,9,4220,1,2
4.268568063475135,24,10,230,1,1
1.4763635397839963,9,8,5330,0,3
3.1943017940843856,11,5,9203,1,1
1.4894084172206954,14,7,503,0,1
2.811606364759461,16,5,5497,3,1
4.594821144505808,11,4,1144,0,1
3.527121670907592,2,8,8510,3,4
2.5988072020916753,8,7,2445,0,2
3.92619018354545,23,3,9652,2,3
2.2201724515829517,7,9,1985,1,3
2.4493072581018556,10,10,240,3,2
4.440506014641427,5,4,348,3,4
3.900319693418786,24,8,6222,2,3
1.5940479455746872,5,4,2877,3,2
1.5971224468980738,24,2,8079,3,2
2.9253408398681904,4,9,5190,0,3
4.701639180618047,4,4,6954,0,2
2.890991509061768,22,6,243,3,2
4.121643458950684,14,3,9818,0,4
3.6097815784711957,1,9,1199,1,4
3.8497310043930724,13,10,7587,3,4
2.3120789901080006,3,7,6997,1,2
3.293177932769912,10,6,8740,1,1
3.7037230554513787,12,3,2862,1,3
4.490364591572053,3,1,9223,1,1
1.6805133823436904,10,10,4048,3,2
2.3738676259801634,20,5,2720,0,3
3.9665314899684683,21,5,7938,3,2
4.673912855644771,16,9,6978,3,1
1.2779436395491972,6,4,3909,2,1
3.6850339849618425,22,2,3208,1,1
2.397107159146522,6,9,781,3,3
3.293183531201595,16,1,9883,2,4
2.39617441693053,3,4,3532,0,2
1.9392403833629843,23,3,1331,1,1
3.9193411649001053,23,1,9949,3,3
1.8971691990539572,16,8,4929,3,4
4.885845804869872,15,2,2943,0,2
4.268772463318102,15,2,1714,0,3
1.5251638563961136,9,2,8820,1,4
3.000829447933097,19,9,9832,3,1
1.6747704081230754,23,7,49,3,4
4.007895466965818,11,1,1087,1,2
3.6795570098761403,6,6,3558,1,3
2.86137277729545,6,9,1617,3,4
2.5044738416201016,1,9,7078,2,1
3.6388352110645448,22,4,9445,3,1
4.565182668349596,21,9,3380,0,2
4.032344548661757,4,4,6501,3,2
4.774244017909363,19,9,5541,2,1
1.5955624922843694,18,6,197,2,3
3.340176507845609,13,9,7217,0,4
1.4384184704337346,5,7,3857,3,4
3.908764593132342,20,10,9800,3,1
1.338558795614115,9,10,8092,3,1
2.0505276256989675,23,5,8821,2,2
3.1449728113539757,21,8,7168,2,4
1.339034309046235,9,9,242,2,4
1.2637691308948744,22,7,7709,3,1
2.6572255921536634,3,9,6946,2,3
1.7264143824898697,13,5,753,1,1
1.3402149387532805,9,7,1611,0,3
3.2989308833670017,6,3,7591,0,4
3.4848192550574963,23,10,6696,1,3
3.8395605215395325,8,3,176,2,1
1.6199169518838867,24,3,9709,0,4
3.5258494061697845,2,10,3358,2,2
4.862285492942816,7,9,4912,0,4
1.3055582931898724,23,10,3544,0,1
3.7963477868605455,9,6,3339,2,3
3.5853184507565423,16,4,7928,3,1
1.055341847228013,2,9,7322,2,2
4.286644406039644,3,8,1302,1,3
1.035434394225141,8,1,1276,0,4
3.5677906577701717,1,3,4500,1,3
1.114036514536774,24,7,8915,3,2
1.2946147867067426,18,10,1467,3,4
2.2360383156060983,17,10,2422,0,1
1.657457069426611,11,8,8894,2,3
3.0832587538030842,23,9,4425,0,2
4.6253156514017135,16,4,3414,0,1
2.5841614769308543,22,4,614,3,3
1.1012078939884473,6,7,9106,2,4
2.9633104481467454,11,1,2794,3,1
2.614568261492337,11,1,3836,2,1
3.4415085648067,12,1,4773,3,3
1.9036163397791221,6,4,6756,3,3
4.320810989003924,12,8,5911,3,2
4.661188091178747,8,3,5343,0,1
2.1211132335254006,20,10,3544,1,1
3.7927532643139115,23,10,663,0,1
2.7573843464514547,12,10,3859,0,3
4.935643408104562,24,10,4451,1,2
3.5832387021399867,12,10,4128,1,2
3.8376676884742773,23,2,5774,0,4
4.954673832132812,1,3,8941,2,2
1.4598362437196704,3,3,8117,0,3
3.0347377704411325,22,4,6426,1,4
2.982911163385605,10,9,8345,3,4
3.9179916479010704,5,4,7941,3,4
2.032242654384725,15,10,830,1,1
3.990622085072361,21,4,9985,0,2
3.1057793741377417,10,10,8487,0,2
2.771888239044725,20,7,7154,1,4
3.908884141166962,11,8,2357,3,2
3.6197756652932656,13,6,9393,1,4
4.124735535630551,5,7,8274,0,1
2.7570734180115664,11,3,4697,2,1
2.0789964289717657,2,8,2976,2,2
3.63232042013485,19,6,3266,0,4
2.708957702817302,9,9,5409,1,1
1.1419687381796022,12,2,8688,1,1
2.1421002561783578,15,5,1354,3,2
1.6206780658516382,14,6,4842,1,4
4.408719935995034,15,1,3181,0,4
2.0954272103692677,6,4,1626,3,2
3.2862011488976126,11,1,4698,3,1
4.92856466495248,21,8,7618,0,1
2.5633352262981592,16,1,4872,0,2
3.779814050321394,21,7,716,1,4
3.9964536657565923,22,7,250,3,4
1.691364914988648,10,3,526,0,1
4.940969621388288,23,1,1885,1,3
3.260031980766379,16,5,9497,1,1
3.757888824423588,1,8,2311,2,1
4.917162026683245,5,4,1575,2,3
4.045841027516586,16,5,6971,1,3
2.732288180400585,17,7,3093,2,1
4.2416111407016395,19,5,3400,2,3
2.6629306300422995,20,10,6899,1,4
3.992492975231255,10,5,7104,1,3
3.6279324265962027,22,7,9418,3,2
3.6504692866245776,20,2,8411,3,3
2.956742207204794,7,3,9962,0,1
4.087540615052811,2,5,3402,2,3
1.5218313795851937,3,5,518,1,4
1.556534536802348,18,9,3102,3,1
1.0612922063646848,5,9,7309,3,2
3.647713110938862,20,9,8285,1,4
2.1848264289002506,4,5,574,3,2
4.571374480970501,14,7,6124,3,4
3.9695960865549123,1,5,864,1,3
3.239400569693986,7,2,9033,2,2
1.5280208160949442,4,4,7803,1,4
1.6702742291014676,18,3,285,1,4
2.0557088766658898,8,8,1313,2,1
2.423987307055282,10,6,2547,0,4
3.323370424637427,25,5,7532,3,1
4.39789197603394,13,2,5241,2,1
3.547891408249275,25,4,1523,0,4
1.5503483022514293,23,8,2009,3,4
4.294188192427233,23,10,9339,2,3
2.5466189670154127,10,5,1409,3,2
1.4827152551477076,15,2,9669,1,4
3.7720448817136307,9,2,5844,0,3
2.3597128175122273,6,1,9510,3,1
3.474262781640088,13,7,3991,0,2
3.443832572173162,12,8,3032,0,1
3.5632430568961833,25,3,769,2,1
3.957312325022835,3,6,6513,1,3
1.7062788945911227,18,9,9747,1,2
2.4837284365368784,9,3,9443,3,2
3.409302799717256,8,9,4966,2,3
3.3089547826476484,3,8,7007,0,4
2.3819047342010546,9,5,2680,0,3
2.028764870587446,6,5,3554,2,2
1.6815490833334255,3,4,321,1,4
2.415996063319295,4,9,3210,2,4
4.500082938449149,20,1,31,3,1
4.865135665901612,16,1,3126,1,1
4.0123681896616885,24,7,4814,2,4
1.9891197484657641,6,9,861,2,1
4.60153925889561,20,6,1435,3,1
4.247583718102508,7,4,153,2,4
2.0105081894340597,12,4,4740,3,4
3.041784214818087,12,9,3600,2,3
4.003693061075104,21,10,3515,0,2
1.4953769723038954,8,5,3513,2,1
1.372502016707259,10,6,5998,0,4
4.9679422982239,8,3,6376,1,4
1.2405095703070068,21,9,1245,3,2
1.0622153696041834,3,7,2328,0,1
1.23424849369239,1,2,8925,2,4
3.1737709654002857,25,4,3066,3,2
1.8206059170388222,12,8,7961,0,2
2.41612016019663,2,7,7051,0,4
4.552711745597875,6,10,3486,1,1
4.554915010807795,16,8,3831,2,3
1.686599602511213,22,7,1466,2,3
4.2138264782252275,22,4,607,0,3
1.0185132446666851,12,6,5086,1,2
4.574960870216497,25,5,8200,0,2
4.552178919173287,19,3,7968,0,1
3.860295376343599,25,3,2922,3,4
1.1962225655569227,17,8,4754,0,4
3.748810480431025,10,3,2002,1,2
4.934620125366231,6,8,9903,2,1
4.201378637492704,10,9,1269,1,3
4.510848295887865,18,7,7172,2,3
4.260523152738747,14,3,1061,2,2
4.888359451604621,8,7,4056,3,4
3.264891707198125,1,7,1053,3,3
2.7686778044402343,15,8,9061,0,1
3.8187904694653683,16,1,4910,2,1
4.948932558842632,16,9,2091,2,1
4.807718435967525,21,3,8761,1,1
3.741642469150089,8,8,1164,2,4
3.5351447320028577,4,9,8762,2,2
3.7134737645633344,24,6,1111,0,3
4.372926504595518,9,4,7483,3,1
4.663122945675049,8,9,7082,0,3
3.992748064404254,9,6,4243,2,4
